journal,idJ,idP,title,idK,keyword
Production and Operations Management,j14,p16,High-Speed Acoustic Impact-Echo Sounding of Concrete Bridge Decks,k62,Acoustic
Production and Operations Management,j14,p16,High-Speed Acoustic Impact-Echo Sounding of Concrete Bridge Decks,k63,Concrete bridge deck
Production and Operations Management,j14,p16,High-Speed Acoustic Impact-Echo Sounding of Concrete Bridge Decks,k64,Delamination
Production and Operations Management,j14,p16,High-Speed Acoustic Impact-Echo Sounding of Concrete Bridge Decks,k65,Impact-echo
Production and Operations Management,j14,p16,High-Speed Acoustic Impact-Echo Sounding of Concrete Bridge Decks,k66,Sounding
Journal of the Mechanical Behavior of Biomedical Materials,j140,p207,S-splines: A simple surface solution for IGA and CAD,k502,T-splines
Journal of the Mechanical Behavior of Biomedical Materials,j140,p207,S-splines: A simple surface solution for IGA and CAD,k58,Isogeometric analysis
Journal of the Mechanical Behavior of Biomedical Materials,j140,p207,S-splines: A simple surface solution for IGA and CAD,k683,Linear independence
Journal of the Mechanical Behavior of Biomedical Materials,j140,p207,S-splines: A simple surface solution for IGA and CAD,k684,Local refinement
IEEE Transactions on Circuits and Systems II: Express Briefs,j141,p208,Atomistic survey of grain boundary-dislocation interactions in FCC nickel,k685,Dislocations
IEEE Transactions on Circuits and Systems II: Express Briefs,j141,p208,Atomistic survey of grain boundary-dislocation interactions in FCC nickel,k686,Molecular dynamics
IEEE Transactions on Circuits and Systems II: Express Briefs,j141,p208,Atomistic survey of grain boundary-dislocation interactions in FCC nickel,k92,Grain boundaries
Applied Sciences (Switzerland),j142,p210,Achieving tiered model quality in 3D structure from motion models using a multi-scale view-planning algorithm for automated targeted inspection,k687,Automated inspection
Applied Sciences (Switzerland),j142,p210,Achieving tiered model quality in 3D structure from motion models using a multi-scale view-planning algorithm for automated targeted inspection,k688,Dam inspection
Applied Sciences (Switzerland),j142,p210,Achieving tiered model quality in 3D structure from motion models using a multi-scale view-planning algorithm for automated targeted inspection,k689,Multi-Scale
Applied Sciences (Switzerland),j142,p210,Achieving tiered model quality in 3D structure from motion models using a multi-scale view-planning algorithm for automated targeted inspection,k690,Structure from motion
Applied Sciences (Switzerland),j142,p210,Achieving tiered model quality in 3D structure from motion models using a multi-scale view-planning algorithm for automated targeted inspection,k691,Unmanned aerial vehicles
Applied Sciences (Switzerland),j142,p210,Achieving tiered model quality in 3D structure from motion models using a multi-scale view-planning algorithm for automated targeted inspection,k692,View-planning
Product Development: Principles and Tools for Creating Desirable and Transferable Designs,j144,p212,EFFECT OF GYROSCOPE PARAMETERS ON GYROSCOPIC TREMOR SUPPRESSION IN A SINGLE DEGREE OF FREEDOM,k693,gyroscope
Product Development: Principles and Tools for Creating Desirable and Transferable Designs,j144,p212,EFFECT OF GYROSCOPE PARAMETERS ON GYROSCOPIC TREMOR SUPPRESSION IN A SINGLE DEGREE OF FREEDOM,k694,gyrostabilizer
Product Development: Principles and Tools for Creating Desirable and Transferable Designs,j144,p212,EFFECT OF GYROSCOPE PARAMETERS ON GYROSCOPIC TREMOR SUPPRESSION IN A SINGLE DEGREE OF FREEDOM,k695,hand
Product Development: Principles and Tools for Creating Desirable and Transferable Designs,j144,p212,EFFECT OF GYROSCOPE PARAMETERS ON GYROSCOPIC TREMOR SUPPRESSION IN A SINGLE DEGREE OF FREEDOM,k696,suppression
Product Development: Principles and Tools for Creating Desirable and Transferable Designs,j144,p212,EFFECT OF GYROSCOPE PARAMETERS ON GYROSCOPIC TREMOR SUPPRESSION IN A SINGLE DEGREE OF FREEDOM,k697,Tremor
Product Development: Principles and Tools for Creating Desirable and Transferable Designs,j144,p212,EFFECT OF GYROSCOPE PARAMETERS ON GYROSCOPIC TREMOR SUPPRESSION IN A SINGLE DEGREE OF FREEDOM,k698,wrist
Journal of Aircraft,j145,p222,Using case-method pedagogy to facilitate audience awareness,k717,Audience awareness
Journal of Aircraft,j145,p222,Using case-method pedagogy to facilitate audience awareness,k718,case-method
Journal of Aircraft,j145,p222,Using case-method pedagogy to facilitate audience awareness,k719,pedagogy
Journal of Aircraft,j145,p222,Using case-method pedagogy to facilitate audience awareness,k720,report and proposal writing
Medical Engineering and Physics,j146,p223,Highly accurate acoustic scattering: Isogeometric Analysis coupled with local high order Farfield Expansion ABC,k721,Acoustic scattering
Medical Engineering and Physics,j146,p223,Highly accurate acoustic scattering: Isogeometric Analysis coupled with local high order Farfield Expansion ABC,k722,Finite element
Medical Engineering and Physics,j146,p223,Highly accurate acoustic scattering: Isogeometric Analysis coupled with local high order Farfield Expansion ABC,k723,High frequency scattering
Medical Engineering and Physics,j146,p223,Highly accurate acoustic scattering: Isogeometric Analysis coupled with local high order Farfield Expansion ABC,k724,High order local absorbing boundary condition
Medical Engineering and Physics,j146,p223,Highly accurate acoustic scattering: Isogeometric Analysis coupled with local high order Farfield Expansion ABC,k725,Isogeometric analysis (IGA)
Medical Engineering and Physics,j146,p223,Highly accurate acoustic scattering: Isogeometric Analysis coupled with local high order Farfield Expansion ABC,k726,Very low frequency
"Journal of Guidance, Control, and Dynamics",j147,p224,Dynamic optimization of a district energy system with storage using a novel mixed-integer quadratic programming algorithm,k727,Chiller
"Journal of Guidance, Control, and Dynamics",j147,p224,Dynamic optimization of a district energy system with storage using a novel mixed-integer quadratic programming algorithm,k728,Dynamic optimization
"Journal of Guidance, Control, and Dynamics",j147,p224,Dynamic optimization of a district energy system with storage using a novel mixed-integer quadratic programming algorithm,k729,Mixed-integer quadratic programming
"Journal of Guidance, Control, and Dynamics",j147,p224,Dynamic optimization of a district energy system with storage using a novel mixed-integer quadratic programming algorithm,k730,Thermal energy storage
Proceedings of the Combustion Institute,j148,p226,Fabrication of demineralized bone matrix/polycaprolactone composites using large area projection sintering (LAPS),k161,Additive manufacturing
Proceedings of the Combustion Institute,j148,p226,Fabrication of demineralized bone matrix/polycaprolactone composites using large area projection sintering (LAPS),k269,Demineralized bone matrix
Proceedings of the Combustion Institute,j148,p226,Fabrication of demineralized bone matrix/polycaprolactone composites using large area projection sintering (LAPS),k272,Polycaprolactone
Proceedings of the Combustion Institute,j148,p226,Fabrication of demineralized bone matrix/polycaprolactone composites using large area projection sintering (LAPS),k275,Tensile strength
Proceedings of the Combustion Institute,j148,p226,Fabrication of demineralized bone matrix/polycaprolactone composites using large area projection sintering (LAPS),k736,LAPS
Biomicrofluidics,j149,p227,Modeling of trans-grain twin transmission in AZ31 via a neighborhood-based viscoplastic self-consistent model,k737,Electron microscopy
Biomicrofluidics,j149,p227,Modeling of trans-grain twin transmission in AZ31 via a neighborhood-based viscoplastic self-consistent model,k738,Twinning
Biomicrofluidics,j149,p227,Modeling of trans-grain twin transmission in AZ31 via a neighborhood-based viscoplastic self-consistent model,k739,VPSC
Biomicrofluidics,j149,p227,Modeling of trans-grain twin transmission in AZ31 via a neighborhood-based viscoplastic self-consistent model,k92,Grain boundaries
Applied Thermal Engineering,j15,p17,"Managing Production Yields and Rework through Feedback on Speed, Quality, and Quantity",k67,performance feedback
Applied Thermal Engineering,j15,p17,"Managing Production Yields and Rework through Feedback on Speed, Quality, and Quantity",k68,production yields
Applied Thermal Engineering,j15,p17,"Managing Production Yields and Rework through Feedback on Speed, Quality, and Quantity",k69,quality-speed tradeoffs
Applied Thermal Engineering,j15,p17,"Managing Production Yields and Rework through Feedback on Speed, Quality, and Quantity",k70,rework
Applied Thermal Engineering,j15,p17,"Managing Production Yields and Rework through Feedback on Speed, Quality, and Quantity",k71,speed-accuracy tradeoffs
RILEM Bookseries,j150,p228,Site effects in Mexico City basin: Past and present,k558,Site response
RILEM Bookseries,j150,p228,Site effects in Mexico City basin: Past and present,k740,Earthquakes
RILEM Bookseries,j150,p228,Site effects in Mexico City basin: Past and present,k741,Infrastructure
RILEM Bookseries,j150,p228,Site effects in Mexico City basin: Past and present,k742,Seismic risk
RILEM Bookseries,j150,p228,Site effects in Mexico City basin: Past and present,k743,Soil-structure-interaction
IEEE Transactions on Control Systems Technology,j151,p229,Thermal and Vapor Smoothing of Thermoplastic for Reduced Surface Roughness of Additive Manufactured RF Electronics,k566,conductive ink
IEEE Transactions on Control Systems Technology,j151,p229,Thermal and Vapor Smoothing of Thermoplastic for Reduced Surface Roughness of Additive Manufactured RF Electronics,k570,printed electronics
IEEE Transactions on Control Systems Technology,j151,p229,Thermal and Vapor Smoothing of Thermoplastic for Reduced Surface Roughness of Additive Manufactured RF Electronics,k744,Additive manufacturing (AM)
